reference	startpos	ref length	number of reads	covbases	% coverage	meandepth	meanbaseq	meanmapq	taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	mean	sd	Coefficient of Variance	pcreads
NR_025677.1	1	1489	2	897	60.2418	1.0094	23.7	1.0	215578	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	unclassified Entomoplasmatales family	Williamsoniiplasma	Williamsoniiplasma somnilux	1.0094022834116856	0.8969272102227911	0.888572598816857	0.0
NR_025698.1	1	1516	2	1502	99.0765	1.95778	42.0	1.0	216932	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma chinense	1.95778364116095	0.24270104012448845	0.12396724286682091	0.0
NR_025699.1	1	1515	5	1509	99.604	4.6099	37.2	0.8	216933	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma chrysopicola	4.6099009900990096	0.6886402564026404	0.14938287348940438	0.01
NR_025700.1	1	1516	2	1125	74.2084	1.39974	36.3	1.0	216934	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma corruscae	1.3997361477572559	0.8693551026468384	0.6210849837948195	0.0
NR_025701.1	1	1515	2	1424	93.9934	1.3637	33.3	1.0	216935	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma culicicola	1.3636963696369637	0.5929193314028319	0.4347883770935578	0.0
NR_025702.1	1	1516	29	1474	97.2296	23.4967	41.5	0.931	216936	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma diminutum	23.4967018469657	10.362588214571295	0.44102309686112356	0.03
NR_025704.1	1	1505	1	1015	67.4419	0.674419	31.4	1.0	216938	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma helicoides	0.6744186046511628	0.468591666967671	0.6948083337796501	0.0
NR_025705.1	1	1515	3	1507	99.4719	2.61122	40.1	1.0	216939	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma insolitum	2.611221122112211	0.6738928046515226	0.25807573282281515	0.0
NR_025706.1	1	1515	9	1511	99.736	7.53069	35.2	3.33	216940	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma lampyridicola	7.53069306930693	1.6869373448541403	0.22400824589832788	0.01
NR_025707.1	1	1517	1	1480	97.561	0.97561	41.7	13.0	216941	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma leptinotarsae	0.975609756097561	0.15425744683748424	0.15811388300842136	0.0
NR_025710.1	1	1516	3	1470	96.9657	2.61016	36.7	1.0	216944	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma sabaudiense	2.6101583113456464	0.7073882441572081	0.27101354009156625	0.0
NR_025712.1	1	1516	1	1407	92.81	0.9281	38.0	1.0	216946	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma turonicum	0.9281002638522428	0.2583218227127577	0.2783339610750112	0.0
NR_025713.1	1	1515	2	1505	99.3399	1.89835	37.4	1.0	216947	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma velocicrescens	1.8983498349834984	0.32329356489209027	0.1703024168329335	0.0
NR_025729.1	1	1497	1	1229	82.0975	0.820975	43.9	17.0	229549	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus minor	0.8209752839011356	0.38337301303637283	0.466972661119162	0.0
NR_025739.1	1	1508	4	1507	99.9337	3.66048	37.0	40.8	228574	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lactis	3.660477453580902	0.6967927930463105	0.1903557123032312	0.0
NR_025752.1	1	1559	72	1559	100.0	65.6369	37.9	9.32	231025	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas curvata	65.63694676074407	10.861496448927564	0.16547839265770925	0.08
NR_025756.1	1	1515	3	1503	99.2079	2.67261	39.9	6.0	2134	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma melliferum	2.6726072607260725	0.6538099568049148	0.24463375760914943	0.0
NR_025757.1	1	1529	157	1529	100.0	150.012	39.0	32.2	238083	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Cryptanaerobacter	Cryptanaerobacter phenolicus	150.0117724002616	11.181591316389905	0.074538092160895	0.17
NR_025758.1	1	1531	2	1508	98.4977	1.93142	37.4	1.0	697281	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella	Mahella australiensis	1.9314173742651861	0.30647148469738894	0.15867698446794132	0.0
NR_025761.1	1	1494	4	1491	99.7992	3.68876	40.3	1.0	253256	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Soehngenia	Soehngenia saccharolytica	3.6887550200803214	0.7180364626337641	0.19465550266282772	0.0
NR_025788.1	1	1390	1	1345	96.7626	0.967626	40.9	1.0	926	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	unclassified Burkholderiales family	Thiomonas	Thiomonas intermedia	0.9676258992805755	0.17699157698046755	0.182913228254907	0.0
NR_025796.1	1	1435	3	1403	97.77	2.7338	32.4	1.0	259063	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna jejuensis	2.7337979094076656	0.6955862848826805	0.25443954086327975	0.0
NR_025816.1	1	1440	1	1294	89.8611	0.898611	37.3	6.0	267135	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter donghaensis	0.8986111111111111	0.30184297589767584	0.33589944767592983	0.0
NR_025834.1	1	1452	4	1451	99.9311	3.78306	32.6	46.8	28220	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	Brachymonas denitrificans	3.7830578512396693	0.4365082013849994	0.1153850188259638	0.0
NR_025844.1	1	1436	1	669	46.5877	0.465877	37.9	1.0	34092	Bacteria	Pseudomonadati	Aquificota	Aquificia	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum acidophilum	0.4658774373259053	0.49883429184104033	1.0707414694824124	0.0
NR_025895.1	1	1546	1	1449	93.7257	0.937257	35.7	1.0	28232	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Geobacter metallireducens	0.9372574385510997	0.242499345219183	0.258732910772158	0.0
NR_025899.1	1	1519	5	1519	100.0	4.72811	38.6	2.4	29344	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator fervidus	4.728110599078341	0.6257107492163441	0.13233843331378817	0.01
NR_025905.1	1	1462	43	1458	99.7264	36.091	37.8	18.3	28198	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	Aliarcobacter cryaerophilus	36.09097127222982	10.686392027697014	0.29609599439956474	0.05
NR_025910.1	1	1472	1	1371	93.1386	0.931386	42.6	1.0	28139	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	Rikenella microfusus	0.9313858695652174	0.25279681868936055	0.27142007083204867	0.0
NR_025917.1	1	1464	659	1464	100.0	643.417	38.7	37.3	35830	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio cellulolyticus	643.4166666666666	22.887403074398666	0.035571666480091184	0.73
NR_025918.1	1	1464	87	1461	99.7951	84.1592	38.4	46.2	398512	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudobacteroides	Pseudobacteroides cellulosolvens	84.15915300546447	5.779055677920184	0.06866817775061196	0.1
NR_025929.1	1	1407	3	1406	99.9289	2.79815	36.3	13.3	697329	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus albus	2.7981520966595594	0.43372012324780695	0.15500234021073517	0.0
NR_025930.1	1	1380	37	1378	99.8551	34.6754	39.1	5.16	40518	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus bromii	34.67536231884058	7.087167537832459	0.20438625767384422	0.04
NR_025931.1	1	1388	19	1388	100.0	18.3501	38.1	38.9	1265	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus flavefaciens	18.35014409221902	1.2375693067605222	0.06744193944969003	0.02
NR_025967.1	1	1491	3	1445	96.9148	2.69551	39.1	0.667	37816	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia honei	2.6955063715627094	0.6611575994832501	0.24528140851692612	0.0
NR_025981.1	1	1477	1	1224	82.8707	0.828707	38.4	1.0	831	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	0.8287068381855112	0.3767649327234226	0.45464199806576405	0.0
NR_025982.1	1	1472	1	1392	94.5652	0.945652	40.4	1.0	44671	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Pelotalea	Pelotalea chapellei	0.9456521739130435	0.2267027566805892	0.23973165074269204	0.0
NR_025985.1	1	1458	106	1167	80.0412	77.2929	39.4	8.24	78580	Bacteria	Bacillati	Mycoplasmatota	unclassified Mycoplasmatota class	Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides	Mycoplasmoides alvi	77.29286694101509	44.709671161250846	0.578444983744365	0.12
NR_026013.1	1	1507	49	1507	100.0	46.3072	37.0	3.08	46867	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chauvoei	46.307232913072326	3.44188178276569	0.07432708815114845	0.05
NR_026020.1	1	1507	37	1507	100.0	34.6437	38.7	1.54	1504	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium septicum	34.64366290643663	2.9236748404190895	0.08439277475696383	0.04
NR_026021.1	1	1468	1	1216	82.8338	0.828338	26.8	13.0	48465	Bacteria	Pseudomonadati	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter dejongeii	0.8283378746594006	0.3770865153570842	0.4552327340001642	0.0
NR_026029.1	1	1422	1	1038	72.9958	0.729958	17.5	1.0	50960	Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter trogontum	0.729957805907173	0.44398131436171817	0.6082287370157642	0.0
NR_026051.1	1	1539	1	1193	77.5179	0.775179	22.9	1.0	632518	Bacteria	Bacillati	Bacillota	unclassified Bacillota class	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor owensensis	0.7751786874593892	0.41746459726320395	0.538539828321937	0.0
NR_026053.1	1	1486	4	1485	99.9327	3.30485	33.4	1.0	871738	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Dehalobacter	Dehalobacter restrictus	3.3048452220726783	1.1644420895056702	0.35234391060994213	0.0
NR_026059.1	1	1477	1	1455	98.5105	0.985105	41.1	1.0	56731	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium giardinii	0.9851049424509141	0.12113296334893993	0.1229645270559342	0.0
NR_026061.1	1	1526	3	1515	99.2792	2.71494	32.2	0.667	57172	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfohalotomaculum	Desulfohalotomaculum halophilum	2.7149410222804717	0.5460446027442328	0.20112576968083498	0.0
NR_026064.1	1	1491	1	1305	87.5252	0.875252	36.3	1.0	73780	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Methylocaldum szegediense	0.8752515090543259	0.3304335106378453	0.3775297811195612	0.0
NR_026076.1	1	1475	1	1288	87.322	0.87322	42.4	1.0	60035	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	Citrifermentans bremense	0.8732203389830508	0.3327259812058201	0.38103324711070236	0.0
NR_026077.1	1	1475	3	1218	82.5763	2.27661	33.1	1.0	60036	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geoanaerobacter	Geoanaerobacter pelophilus	2.2766101694915255	1.176937436479998	0.5169692432424053	0.0
NR_026099.2	1	1482	361	1482	100.0	324.951	37.5	7.77	29353	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio aldrichii	324.9507422402159	72.93826260112716	0.2244594429860032	0.4
NR_026100.1	1	1499	13	1499	100.0	11.5277	38.2	1.54	1286362	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lacrimispora	Lacrimispora celerecrescens	11.52768512341561	2.880265844062633	0.249856394690387	0.01
NR_026102.1	1	1491	13	1424	95.5064	11.3709	34.5	1.38	588581	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium papyrosolvens	11.370892018779342	2.841426880290876	0.24988601383235204	0.01
NR_026103.1	1	1489	5	1480	99.3956	4.55406	35.5	11.4	37658	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaeromicropila	Anaeromicropila populeti	4.554063129617193	0.9716940536121722	0.2133685954621036	0.01
NR_026104.1	1	1487	7	1483	99.731	6.39139	36.1	1.0	1121303	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium cellobioparum	6.391392064559516	1.305466706226872	0.2042538922726598	0.01
NR_026106.1	1	1489	2	1468	98.5897	1.91471	39.4	23.0	29322	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	[Eubacterium] cellulosolvens	1.9147078576225656	0.3259206085247684	0.17021949705134343	0.0
NR_026108.1	1	1500	3	1440	96.0	2.60533	35.4	1.0	36863	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Ideonella	Ideonella dechloratans	2.6053333333333333	0.8279924852047704	0.31780673690050043	0.0
NR_026111.1	1	1511	147	1511	100.0	132.582	35.8	6.45	33025	Bacteria	Bacillati	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	132.58239576439445	22.586131805132556	0.17035543576440754	0.16
NR_026112.1	1	1503	4	1496	99.5343	3.80506	34.9	2.5	29373	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium thermopalmarium	3.8050565535595475	0.5626909790043927	0.14787979392264422	0.0
NR_026113.1	1	1517	2	1513	99.7363	1.98286	39.0	7.0	29351	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium	Thermoclostridium stercorarium	1.982860909690178	0.14872426884120035	0.07500489223141654	0.0
NR_026130.1	1	1530	4	1296	84.7059	2.94379	32.8	2.75	350	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea	Zoogloea ramigera	2.943790849673203	1.3869527450639596	0.4711451376438406	0.0
NR_026131.1	1	1494	3	1285	86.0107	2.46185	22.0	1.0	40575	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium grantii	2.461847389558233	1.0595790193576515	0.4303999605547394	0.0
NR_026132.1	1	1483	2	1236	83.3446	1.65206	38.7	1.0	89584	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter liquefaciens	1.6520566419420095	0.7483230193997107	0.45296450521215137	0.0
NR_026134.1	1	1515	2	1498	98.8779	1.92013	44.4	3.5	33957	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator indicus	1.9201320132013202	0.3097278413508023	0.1613054931751342	0.0
NR_026135.1	1	1467	4	1467	100.0	3.89434	36.7	4.0	29363	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium paraputrificum	3.894342194955692	0.3661020380465714	0.09400869767448279	0.0
NR_026140.1	1	1505	2	1504	99.9336	1.95947	35.1	46.5	79880	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella	Shouchella clausii	1.959468438538206	0.2005434058794971	0.10234582090493155	0.0
NR_026143.1	1	1506	13	1506	100.0	12.2749	40.0	37.5	79881	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalicoccobacillus	Alkalicoccobacillus gibsonii	12.274900398406375	1.532340872383335	0.12483529989231322	0.01
NR_026146.1	1	1461	8	1461	100.0	7.23135	42.3	1.0	1267	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Sarcina	Sarcina ventriculi	7.231348391512663	1.5525925512392276	0.21470304944254723	0.01
NR_026147.1	1	1399	17	1399	100.0	16.2009	38.9	4.65	35785	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Sarcina	Sarcina maxima	16.200857755539673	1.8485469383268598	0.11410179425189837	0.02
NR_026148.1	1	1461	1	1248	85.4209	0.854209	38.9	1.0	36844	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium homopropionicum	0.8542094455852156	0.3528961159579599	0.41312598190270783	0.0
NR_026149.1	1	1477	27	1458	98.7136	22.8362	39.0	5.52	36850	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium quinii	22.836154366960056	8.993729454658311	0.39383730334520217	0.03
NR_026167.1	1	1326	93	1326	100.0	85.5264	38.7	2.33	36834	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium celatum	85.52639517345399	16.541063126600182	0.19340302012090718	0.1
NR_026168.1	1	1503	1	804	53.493	0.53493	16.5	1.0	180163	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Cetobacterium ceti	0.5349301397205589	0.49877839301547705	0.9324178167938582	0.0
NR_026176.1	1	1486	1	1289	86.7429	0.867429	44.1	1.0	862422	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Actinotalea	Actinotalea fermentans	0.8674293405114402	0.339110129207796	0.3909368906150386	0.0
NR_026196.1	1	1472	1	1177	79.9592	0.799592	41.8	1.0	37927	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea	0.7995923913043478	0.4003053822677664	0.5006368077299509	0.0
NR_026199.1	1	1475	7	1475	100.0	6.82102	40.6	55.7	37923	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia kristinae	6.8210169491525425	0.5315461773879809	0.07792770218142052	0.01
NR_026203.1	1	1516	1	1445	95.3166	0.953166	36.4	1.0	36818	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces subrutilus	0.9531662269129287	0.21128267980480622	0.22166404331078632	0.0
NR_026204.1	1	1482	32	1482	100.0	29.3151	36.8	3.03	47246	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	unclassified Oscillospiraceae genus	[Clostridium] viride	29.315114709851553	5.1548125798257045	0.17584146031307846	0.04
NR_026205.1	1	1505	9	1505	100.0	8.77143	39.4	42.7	40841	Bacteria	Bacillati	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	Succiniclasticum ruminis	8.771428571428572	0.7168459101169933	0.08172510375926632	0.01
NR_026207.1	1	1460	3	1454	99.589	2.77534	34.4	1.0	29430	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	2.7753424657534245	0.5747616115525312	0.2070957435505172	0.0
NR_026208.1	1	1459	1	1383	94.791	0.94791	24.5	1.0	40215	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter junii	0.9479095270733379	0.22220948574923408	0.23442056378028384	0.0
NR_026209.1	1	1460	1	1373	94.0411	0.940411	42.9	7.0	28090	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	0.9404109589041096	0.23672386292294817	0.2517238454970898	0.0
NR_026210.1	1	1459	1	1264	86.6347	0.866347	41.8	1.0	40216	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	0.866346812885538	0.34027931569316394	0.39277493797177704	0.0
NR_026213.1	1	1317	34	1317	100.0	33.5619	38.6	14.0	1725	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium xerosis	33.56188306757783	1.3975264323351704	0.041640286676442144	0.04
NR_026225.1	1	1426	1	1338	93.8289	0.938289	39.4	1.0	52770	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Buchananella	Buchananella hordeovulneris	0.938288920056101	0.24063005331017337	0.2564562451571803	0.0
NR_026235.1	1	1486	1	998	67.1602	0.671602	44.0	1.0	43665	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter ilicis	0.6716016150740243	0.46963058429364235	0.6992695874352229	0.0
NR_026249.1	1	1442	1	854	59.2233	0.592233	41.3	1.0	46429	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium chlorophenolicum	0.5922330097087378	0.4914194460133485	0.829773818678277	0.0
NR_026270.1	1	1514	1	1498	98.9432	0.989432	43.6	60.0	47847	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium nesterenkovii	0.9894319682959049	0.10225628787510557	0.10334847786576092	0.0
NR_026285.1	1	1460	1	1277	87.4658	0.874658	36.4	60.0	39692	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium parafortuitum	0.8746575342465753	0.3311068287309648	0.3785559670690749	0.0
